chart	file	width	height	units
boundary_strength_test_level_morphosyntactic	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_test_level_morphosyntactic.pdf	13.5	7	in
boundary_strength_test_jump_phonological	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_test_jump_phonological.pdf	13.5	7	in
boundary_strength_test_level_phonological	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_test_level_phonological.pdf	13.5	7	in
boundary_strength_test_jump_indeterminate	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_test_jump_indeterminate.pdf	13.5	7	in
boundary_strength_test_level_indeterminate	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_test_level_indeterminate.pdf	13.5	7	in
boundary_strength_test_jump_morsyn_indet	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_test_jump_morsyn_indet.pdf	13.5	7	in
boundary_strength_test_level_morsyn_indet	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_test_level_morsyn_indet.pdf	13.5	7	in
boundary_strength	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength.pdf	13.5	7	in
boundary_strength_distributions	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_distributions.pdf	13.5	5	in
boundary_strength_overlay	mart1259_verbal/boundaries/mart1259_verbal_boundary_strength_overlay.pdf	15.9545454545455	7	in
